Unit 1,Unit 2,Length of shared border
290950169001,290950053002,0
290950051001,290950065001,0
290950051001,290950053002,0
290950065001,290950053002,0
290950169001,290950065001,0.492052519
290950065002,290950065001,0.755739931
290950067002,290950065001,0.504619198
290950021003,290950022001,1.004839344
290950021003,290950020002,0.490320895
290950021003,290950021005,0.496685386
290950021003,290950021004,0.50701503
290950021003,290950021001,0.497425438
290950021003,290950021001,0
290950021003,290950022002,0
290950021003,290950022001,0
290950021001,290950022002,0
290950021001,290950022001,0
290950022002,290950022001,0
290950082001,290950083002,0.500749146
290950074004,290950082001,0
290950074004,290950083002,0
290950074004,290950074001,0
290950082001,290950083002,0
290950082001,290950074001,0
290950083002,290950074001,0
290950082001,290950074001,0.996907105
290950075003,290950082001,0
290950075003,290950074001,0
290950075003,290950081002,0
290950082001,290950074001,0
290950082001,290950081002,0
290950074001,290950081002,0
290950082001,290950081002,0.499611271
290950082001,290950082002,0.997659684
290950075003,290950074001,1.006236102
290950075003,290950075002,0.626902983
290950075003,290950075001,1.006269963
290950075003,290950075001,0
290950075003,290950081001,0
290950075003,290950081002,0
290950075001,290950081001,0
290950075001,290950081002,0
290950081001,290950081002,0
290950075003,290950081002,0.626213089
290950121002,290950120001,1.165445106
290950119001,290950121002,0
290950119001,290950120001,0
290950119001,290950121001,0
290950121002,290950120001,0
290950121002,290950121001,0
290950120001,290950121001,0
290950121002,290950121001,0.919652358
290950121002,290950121006,1.55867572
290950121004,290950121002,2.080672094
290950146012,290950146011,1.864712776
290950146012,290950146013,1.122096078
290950146012,290950146014,1.202358855
290950088003,290950087001,1.07560285
290950088003,290950088002,1.381339761
290950088002,290950088003,0
290950088002,290950088004,0
290950088002,290959801011,0
290950088003,290950088004,0
290950088003,290959801011,0
290950088004,290959801011,0
290950088003,290950088004,0.878644747
290950088003,290950089001,0.122451554
290950088003,290950089002,1.315501127
290950090001,290950088003,0.077861895
290950018002,290950154021,0.529757361
290950018002,290950010002,0.273978354
290950018002,290950009003,0.164594766
290950018002,290950009004,0.308988577
290950008002,290950008004,0.999502716
290950008002,290950008003,0
290950008002,290950008001,0
290950008002,290950008004,0
290950008003,290950008001,0
290950008003,290950008004,0
290950008001,290950008004,0
290950008002,290950008001,0.504167633
290950008002,290950007002,0
290950008002,290950007003,0
290950008002,290950008001,0
290950007002,290950007003,0
290950007002,290950008001,0
290950007003,290950008001,0
290950008002,290950007003,1.000106556
290950008002,290950019004,0.498997286
290950129042,290950129041,2.013508711
290950129042,290950128044,1.00585818
290950129042,290950128023,0
290950129042,290950128044,0
290950129042,290950144001,0
290950128023,290950128044,0
290950128023,290950144001,0
290950128044,290950144001,0
290950129042,290950144001,2.00509345
290950129042,290950129065,1.001359288
290950084002,290950084003,0.985394712
