GEOID20,POP20,votes_dem,votes_gop,WHITEPOP,BLACKPOP,HISPLATPOP
290019501001,1400,244.6756179,383.4515138,1314,2,14
290019501002,1411,224.5677476,371.0257177,1350,1,20
290019501003,895,138.6906023,237.2574738,865,1,11
290019502001,805,147.6044391,272.3858421,780,0,9
290019502002,753,138.0691909,254.7746348,722,2,18
290019502003,1253,226.8831841,355.0371738,1201,1,9
290019503001,706,108.4762076,146.2657906,641,4,23
290019503002,662,101.298257,124.1868908,496,81,30
290019503003,746,120.9623002,131.9515547,577,90,28
290019503004,811,128.768961,130.8731381,604,111,35
290019504001,1587,324.6881972,394.6391494,1272,160,45
290019504002,1676,320.5112007,395.002852,1417,125,41
290019504003,930,158.9742608,171.3144603,782,51,24
290019505011,1512,239.1622003,270.1485449,1282,57,40
290019505012,746,105.0958906,108.6321905,566,50,23
290019505013,1665,260.8425892,369.6145459,1507,26,42
290019505021,861,153.1522672,184.6502636,796,14,11
290019505022,943,165.3843378,153.651016,761,52,40
290019505023,1459,258.7206051,307.530652,1234,102,49
290019509001,849,135.6476293,145.1811818,715,79,24
290019509002,732,123.2097389,105.3464142,600,67,24
290019509003,568,98.50655185,76.43624224,407,67,13
290019510001,2344,247.6635804,176.420535,1954,136,88
290030101001,1757,337.5558454,503.878486,1620,8,36
290030101002,1949,374.4429953,558.9409044,1757,70,69
290030101003,1661,319.1122706,476.3472769,1548,16,33
290030101004,845,182.8333333,301.8888889,775,8,31
290030102011,882,148.1589405,227.1677705,828,6,13
290030102012,1136,190.8260277,292.5879673,1046,8,37
290030102013,1944,328.5168901,476.6477213,1848,9,47
290030102021,1150,193.1777568,296.193805,1065,8,21
290030102022,1789,302.3203853,438.6805141,1658,13,23
290030103001,845,161.5281,267.3437098,805,4,7
290030103002,1130,80.94452789,80.88857523,1074,2,26
290030104001,948,162.9788283,290.6001971,915,0,22
290030104002,809,165.5335615,268.0396413,759,2,11
290030104003,1290,277.8764996,447.9712732,1209,2,15
290059501001,676,126.1084372,205.7170448,640,1,13
290059501002,802,158.7669182,237.2900217,750,1,11
290059501003,683,111.7762392,194.5742815,644,6,13
290059501004,897,147.0049962,255.6051842,862,5,12
290059502001,897,167.3938002,262.7589508,834,7,11
290059502002,477,81.41004291,127.2927131,447,0,4
290059502003,873,161.9284556,255.4284711,831,3,9
290079501001,697,85.97387544,116.2878439,624,27,17
290079501002,2137,258.3820697,341.2547737,1859,181,51
290079501003,962,121.5800383,168.1411314,760,99,23
290079502001,840,86.87728904,138.715273,801,2,10
290079502002,532,102.1751623,163.9088515,498,2,8
290079502003,1208,218.5877456,339.1936746,1161,11,4
290079502004,567,87.32366328,148.585004,532,2,7
290079502005,1644,272.1376086,435.4979631,1522,3,37
290079503001,1534,133.6756115,235.9958771,1509,0,19
290079503002,858,113.3948127,188.9417133,770,8,39
290079503003,1242,213.2542784,352.6022422,1164,4,42
290079504001,983,120.9718086,145.3879761,837,48,32
290079504002,908,113.9678623,137.2282498,733,73,32
290079504003,829,103.9522207,127.2632349,629,126,22
290079505001,1688,224.9721102,312.4148581,1517,20,77
290079505002,740,94.91940102,118.8064223,536,74,62
290079505003,590,79.00032427,96.94545852,419,80,23
290079505004,706,122.4689974,165.3073172,575,55,38
290079506001,1031,118.7771656,154.5162212,834,91,37
290079506002,1617,286.1552356,362.4228923,1390,83,45
290079507001,786,122.8494458,150.7108305,622,64,29
290079507002,666,122.224961,154.1870361,526,51,22
290079507003,1005,171.0131469,218.5729524,881,48,15
290079507004,1192,150.1175076,188.2786651,949,155,40
290099601011,1126,209.5233882,376.7638525,1024,0,38
290099601012,1812,329.9938695,620.7254712,1709,0,41
290099601021,1026,164.4657743,260.5198287,917,4,30
290099601022,727,132.8607941,207.3312916,672,1,27
290099601023,907,188.2182567,285.4289511,823,0,20
290099602011,832,108.2884651,196.5011204,677,1,50
290099602012,1823,270.9520986,475.0308941,1505,2,132
290099602021,1151,201.1290524,361.1987934,960,3,169
290099602022,2083,302.5953534,519.087367,1589,3,435
290099603011,1007,123.3187917,175.8671309,606,2,372
290099603012,747,91.47878595,130.4595301,443,0,302
290099603013,1168,143.3992369,205.0002342,913,1,220
290099603014,818,100.1735567,142.859298,500,2,293
290099603021,1629,214.3789102,326.0113761,1138,6,223
290099603022,1397,182.4074085,275.5662545,965,2,286
290099604011,1731,219.0614104,375.545246,1533,3,63
290099604012,1206,171.5740567,305.7192471,1075,1,29
290099604013,1025,148.6473563,264.4137279,912,4,24
290099604021,1032,145.3153638,243.2419834,795,3,148
290099604022,1339,179.3899396,322.5952603,1074,33,27
290099604023,1232,166.8520948,297.5966036,1066,2,67
290099605001,1554,214.6645164,346.0560609,1413,4,36
290099605002,842,115.4187375,185.3061056,766,0,46
290099605003,1167,152.6438331,256.7588564,992,4,108
290099605004,1333,175.6608437,293.100439,1126,12,59
290099605005,1254,165.8986091,275.6398756,1107,5,45
290099606001,998,210.9962251,318.1673372,944,4,13
290099606002,1568,334.6377173,520.5634222,1411,4,30
290119601001,1407,229.6456835,414.3161287,1213,3,25
290119601002,758,142.2379851,255.8469842,656,2,16
290119601003,700,123.4731784,206.6426309,611,4,29
290119602001,707,137.5939197,260.308095,669,0,3
290119602002,1102,180.4355981,336.3290648,1019,1,12
290119602003,729,127.6939395,246.4524844,687,0,5
290119602004,1266,217.4884273,380.4210574,1135,2,22
290119603001,1082,170.6511991,298.4673486,952,4,57
290119603002,959,160.8131889,268.6653065,864,1,40
290119603003,1548,243.7482046,423.7113793,1364,12,40
290119603004,812,140.9602323,239.1151582,766,0,12
290119603005,567,94.84458428,157.8797379,526,3,5
290130701001,1928,366.5222848,580.7109166,1824,5,27
290130701002,1232,253.4493318,396.2146009,1160,2,21
290130701003,1825,343.2925358,551.3300736,1755,8,22
290130702001,913,171.3227731,255.0568549,871,7,9
290130702002,1220,210.5012408,341.9571255,1150,5,15
290130702003,790,168.3163901,254.1306989,719,4,9
290130702004,1132,202.0502122,325.2330739,1021,4,34
290130703001,1085,168.3768587,240.4093775,978,29,30
290130703002,1385,234.1222317,352.7307641,1260,11,48
290130703003,906,153.6915462,233.4932311,862,2,30
290130703004,1094,178.991408,265.7035837,923,61,53
290130704001,750,145.5598331,237.5015561,735,0,1
290130704002,1293,202.9849226,327.3917926,1201,13,29
290130704003,489,92.48509857,152.7474625,466,4,7
290154601001,1217,66.77476711,107.0334299,1151,1,8
290154601002,859,42.82679669,68.61227888,803,1,8
290154601003,1154,57.53448589,92.17528497,1096,7,13
290154602001,1143,196.554044,335.5088951,1082,1,9
290154602002,1240,216.3791568,370.0923973,1152,4,32
290154603001,1320,226.8305897,327.3945961,1159,13,59
290154603002,1128,193.8370495,279.7735641,1059,4,19
290154603003,870,149.4657597,216.3517338,788,6,18
290154603004,1285,220.8480377,319.3189035,1189,0,19
290154604001,559,94.33978596,145.4175565,538,0,7
290154604002,667,111.2937559,178.523899,621,3,9
290154604003,978,162.0163404,259.8859037,921,2,19
290154607011,614,134.5224787,186.990634,570,0,10
290154607012,646,121.5491883,185.9686583,604,0,12
290154607021,1611,352.9571873,490.6220054,1502,9,14
290154608011,805,58.96610099,87.03685347,767,3,12
290154608012,828,54.84006182,80.4333995,749,5,17
290154608021,912,172.3413023,262.9440161,855,5,8
290154608022,1558,293.3027189,448.5959854,1425,12,17
290179501001,1215,225.5806029,403.3840797,1140,3,15
290179501002,721,142.7985925,252.3070452,644,5,21
290179501003,1134,161.3141415,269.8227491,1077,1,13
290179501004,1045,186.0043996,336.3542233,987,8,25
290179502001,1380,240.8706196,426.4883119,1291,8,16
290179502002,951,167.0355578,293.1494462,894,1,17
290179502003,818,145.9700626,257.538905,782,3,15
290179502004,709,124.5301899,218.5520056,666,0,7
290179503001,1227,233.1748211,418.1161031,1166,3,14
290179503002,884,149.0200328,281.1181862,836,5,7
290179503003,483,82.94119002,154.764347,449,2,3
290190002001,651,169.1583896,102.1365141,431,94,59
290190002002,1047,272.0565804,164.265638,837,98,52
290190003001,552,113.4519147,82.3335854,450,10,27
290190003002,1025,210.6670517,152.8839221,919,21,46
290190003003,1045,222.0868408,161.6257807,737,58,40
290190005001,2495,336.9870641,299.3776779,2117,122,79
290190005002,1508,241.6962819,195.7795483,1244,28,98
290190005003,1223,215.705065,156.496723,851,90,68
290190006001,1076,359.6770465,274.9736711,973,11,35
290190006002,949,317.2636026,242.9022952,861,17,37
290190006003,1254,418.9966378,299.2943283,1156,13,28
290190006004,1279,404.7812978,318.5872198,1074,66,24
290190007001,670,209.5432896,147.2387033,469,105,31
290190007002,1425,383.3304782,233.6666444,1018,199,83
290190007003,1250,427.0848658,243.363843,974,159,56
290190009001,749,152.9956758,87.24484706,466,182,43
290190009002,640,151.1054858,88.30150218,308,245,25
290190010011,761,200.9059252,148.566307,489,39,20
290190010012,994,251.2798539,160.5188486,667,171,57
290190010013,583,153.6795802,113.6319576,470,57,24
290190010014,641,169.2256216,125.139294,535,38,17
290190010015,2063,380.3557994,252.6916522,1584,150,87
290190010031,2319,505.1578185,438.971284,1579,331,128
290190010032,1789,396.2009517,337.746044,1351,167,110
290190010041,995,178.8311986,170.9998013,689,47,185
290190010042,872,126.2851276,135.2630353,675,38,119
290190010043,2303,569.9116549,548.7352236,1646,324,116
290190011051,1330,254.7799189,170.990959,1017,127,56
290190011052,603,111.3264713,76.38489282,421,60,39
290190011053,409,71.28896611,48.39010963,198,47,26
290190011054,1008,198.6637782,133.5932966,628,147,84
290190011061,1417,271.7352498,184.7079116,980,212,95
290190011062,1178,300.7658141,218.4616824,805,153,88
290190011063,1606,305.6510167,213.1148333,1041,294,87
290190011064,2233,458.9574231,381.3945834,1637,130,162
290190011071,1003,260.2587136,226.3536051,811,39,31
290190011072,1248,314.3742465,284.6170891,916,128,68
290190011073,1661,415.9252243,415.0823944,1477,41,47
290190011081,1457,423.256737,361.1825917,1248,42,62
290190011082,732,182.2957185,155.6594079,556,71,28
290190011083,712,186.4692813,158.7304026,575,36,31
290190011091,677,174.8321644,176.7991692,575,22,20
290190011092,1333,313.4915194,290.4651475,1088,35,65
290190011093,1463,339.8028095,259.9083114,1020,202,79
290190011094,2338,555.285121,437.1607788,1622,288,108
290190011101,2893,661.7391122,699.5841118,2380,89,70
290190011102,1611,407.3554674,367.6239287,1103,230,96
290190011103,3219,745.7588352,779.0324766,2579,108,113
290190012011,1100,329.4504182,282.3809362,844,75,71
290190012012,1053,321.0099091,279.961053,925,49,25
290190012013,1881,613.9201918,540.6307324,1630,51,61
290190012014,2030,520.3551188,460.9757152,1502,163,48
290190012021,1874,546.381474,539.1480835,1511,97,50
290190012022,1129,395.4073762,344.6725379,930,34,44
290190012023,1286,423.8576274,330.62302,1036,104,35
290190012024,1026,343.7718866,302.5982973,872,38,40
290190013001,1163,244.1778721,150.4849022,554,330,81
290190013002,1662,372.2634551,288.7740092,998,291,98
290190013003,1249,301.8943337,285.3024113,980,69,55
290190014011,2675,630.6119283,525.8606267,1884,350,123
290190014012,1891,412.0402475,392.052626,1129,441,74
290190014013,1855,447.9041816,413.8230019,1464,140,92
290190014021,1642,377.705499,328.2333839,1088,251,75
290190014022,1848,526.4570007,417.0040977,1417,175,88
290190014023,1179,266.0318526,275.971688,860,157,63
290190014024,1295,297.6191536,269.3822977,900,124,74
290190015031,1348,250.6491141,228.3061992,942,209,66
290190015032,1108,189.9086709,167.8500715,559,381,83
290190015033,1883,390.8287722,340.8034588,1166,419,87
290190015051,2185,415.0507738,304.1560252,1091,712,196
290190015052,1319,281.3455855,227.5892194,839,305,62
290190015061,1622,121.3371489,68.17535867,857,484,97
290190015062,1545,247.7241145,229.7850062,1025,296,83
290190015071,1155,207.7024399,148.5232231,520,282,232
290190015072,1531,283.84296,212.4593905,770,340,229
290190015073,591,101.296051,89.53013754,411,58,32
290190015081,1295,233.1814792,209.7323186,825,261,83
290190015082,645,133.8552214,115.6046929,416,113,44
290190015083,2061,495.057742,389.7335978,1157,574,107
290190015084,1722,342.4308418,297.3076884,1180,217,113
290190016021,1459,334.9160747,444.9829805,1298,32,28
290190016022,1638,384.486332,405.197916,1412,40,39
290190016023,1529,415.6653887,379.9634961,1246,125,48
290190016031,1884,441.5307915,458.8809855,1577,88,59
290190016032,465,94.71201017,108.3714516,371,35,21
290190016033,1345,281.3439407,322.9229799,762,401,66
290190016041,1680,359.1605115,329.0856195,1051,388,68
290190016042,2826,644.3219672,566.6459588,1860,538,130
290190017021,2712,650.0312723,672.2462031,2210,125,81
290190017022,684,161.9442397,173.9006409,500,107,14
290190017023,2349,550.5260961,658.0152905,2133,24,35
290190017031,1398,314.5361098,403.6226761,1279,11,28
290190017032,2260,464.1937388,639.2964571,2085,17,24
290190017041,1484,304.8370214,421.1469685,1355,25,32
290190017042,3227,680.4867254,940.0621223,2990,15,83
290190018031,1816,375.7528855,438.4452581,1479,120,39
290190018032,1192,327.2679296,401.029618,1050,27,33
290190018033,1406,376.3552917,439.4636576,1209,29,59
290190018061,1689,399.3708669,371.0112676,1189,246,87
290190018062,1270,340.9885733,385.63091,1168,16,30
290190018063,2567,644.6191429,701.5302237,2074,87,58
290190018071,2502,641.9423669,570.9032141,1853,266,118
290190018072,3068,768.0691153,747.0558071,2308,194,106
290190019011,1804,371.1043296,549.8820644,1646,12,57
290190019012,950,203.0084505,280.5877742,878,9,14
290190019013,1776,353.1317774,486.9476036,1591,39,54
290190019031,1424,287.0560663,370.2134798,1203,46,28
290190019032,1720,327.567351,451.4419079,1563,11,31
290190019033,1726,358.7776435,503.9042775,1559,10,48
290190019041,1075,224.6579968,337.158611,971,6,14
290190019042,1948,376.3722445,567.9001773,1794,21,24
290190019043,1202,235.9447841,359.1106373,1118,11,17
290190020001,1184,193.4937119,277.4577812,1090,22,21
290190020002,1367,230.1999556,336.3156513,1235,15,46
290190020003,939,158.6617993,232.2766399,889,7,19
290190020004,1968,397.8112004,640.17215,1853,19,41
290190021001,888,187.3473653,98.71085241,322,357,42
290190021002,1616,311.7450039,166.0900516,782,627,39
290190021003,1519,248.6379556,174.5839942,1137,196,88
290190022001,1836,181.7106022,130.3326237,1422,288,78
290190022002,1476,172.4032807,159.7253354,1373,20,52
290190022003,2058,203.6821457,146.0917968,1692,200,88
290190022004,2547,295.3172067,213.3548851,1849,257,105
290210001001,2637,478.8506551,598.3817189,2229,95,102
290210001002,1655,305.412631,383.7778878,1438,22,54
290210001003,2051,370.031303,460.31958,1443,224,193
290210002001,2206,507.0055706,638.5507331,1918,85,109
290210002002,1055,231.8069935,292.0776361,919,39,47
290210002003,1075,215.7458587,272.0956577,970,8,58
290210003001,1095,157.924522,196.1244763,914,51,63
290210003002,1606,294.6818582,367.3426674,1396,53,89
290210004001,817,109.9354418,135.985952,646,13,92
290210004002,746,100.3816886,124.1683234,617,34,55
290210005001,1272,223.1451584,277.5728912,1087,39,78
290210005002,758,119.5476859,138.6957484,681,7,30
290210005003,822,123.0910718,150.8650056,683,32,49
290210006001,1075,163.6417386,187.9165496,953,10,45
290210006002,1414,215.2459707,247.1758151,1191,52,110
290210006003,2325,355.560551,407.0583621,1800,421,86
290210007011,1726,369.4823717,510.1161399,1519,43,70
290210007012,508,108.7468395,150.1384698,443,14,18
290210007013,1470,211.7159804,254.4139452,993,300,83
290210007014,872,125.5893431,150.9176596,760,39,36
290210007021,1339,241.5757749,300.5206812,1226,18,53
290210007022,1614,291.1899186,362.2407609,874,334,100
290210007023,1381,263.3549907,339.9560796,1158,62,93
290210009001,866,147.9434023,157.6231476,703,36,62
290210009002,1178,201.2440277,214.4111638,953,57,71
290210009003,709,121.1222543,129.0471266,513,77,64
290210009004,925,158.0226872,168.361907,744,41,80
290210009005,843,144.0141895,153.4368515,625,55,91
290210010001,915,108.3074083,94.82084941,632,88,106
290210010002,555,65.6946575,57.51428574,305,140,81
290210010003,809,95.76032056,83.83613903,503,172,107
290210011001,584,88.89932588,102.0867582,451,39,47
290210011002,764,96.8715425,98.03603933,599,39,45
290210011003,911,133.4030988,134.1332106,713,73,63
290210012001,921,112.9358795,110.644129,668,79,114
290210012002,969,114.699321,100.4168339,736,127,50
290210015001,876,149.8575946,161.408491,679,43,70
290210015002,856,165.5637067,184.3882818,736,19,62
290210015003,1082,181.1154543,197.9976285,875,55,84
290210015004,1202,205.6265168,221.4760346,922,66,118
290210015005,896,153.2790009,165.0936164,704,49,75
290210016001,1136,212.1242275,237.3885618,897,96,65
290210016002,703,140.4829498,157.7207823,584,20,62
290210016003,717,140.7184611,162.8985849,629,19,49
290210017001,2019,357.1142168,441.9922862,1691,93,126
290210017002,2289,329.6720256,396.1588565,1961,73,135
290210018001,1784,339.0657187,414.1094858,1570,50,111
290210018002,601,101.2305797,122.3064646,521,9,32
290210018003,953,145.0421342,169.419095,830,22,48
290210021001,984,192.9769198,256.9266369,897,15,57
290210021002,644,86.42491625,112.3191866,520,25,78
290210021003,560,75.15210115,97.66885797,373,79,76
290210022001,1956,419.5745734,601.2696108,1778,22,78
290210023001,1054,213.3675662,289.9901473,918,25,88
290210023002,1175,236.6540336,318.10105,1027,16,98
290210024001,1248,167.4818253,217.6620264,946,30,207
290210024002,659,88.43791896,114.9353168,535,18,88
290210025001,568,76.22570258,99.06412734,418,24,97
290210025002,741,99.44233375,129.2368282,637,10,51
290210025003,664,89.10891985,115.8073602,613,11,27
290210027001,1107,225.1197583,360.6181453,1042,5,14
290210027002,2407,488.6560784,671.527254,2108,100,73
290210028001,813,172.761219,270.9929906,771,1,20
290210028002,793,178.0928626,273.0363849,740,2,12
290210028003,1698,357.628652,554.1136136,1563,11,52
290210028004,587,102.2288132,149.9855864,544,1,16
290210028005,951,216.2599184,331.9284624,897,7,22
290210029001,956,128.2953726,166.7346933,903,1,35
290210029002,683,123.8197602,181.5978609,628,5,18
290210029003,1420,281.8601508,439.7511178,1345,4,19
290210030011,955,141.1176685,168.9836761,786,27,114
290210030012,955,133.5306673,120.8586769,746,53,116
290210030013,1051,159.957275,186.8409956,821,49,113
290210030021,1087,152.375673,137.6378585,863,56,104
290210030022,1495,209.4191495,188.6610784,1004,194,196
290239501011,2064,345.331704,615.8511474,1957,7,28
290239501012,1611,247.1326292,422.9406599,1470,23,38
290239501021,865,142.2474814,253.0243498,815,2,16
290239501022,1007,159.1333418,281.8471055,915,1,14
290239502011,1370,231.6042184,422.066399,1298,10,12
290239502012,810,125.0078349,242.8607293,732,25,16
290239502013,994,147.2958887,245.8894699,854,47,21
290239502014,2302,389.9354652,700.7891679,2060,60,43
290239502021,1227,184.2504412,364.3819473,1143,9,10
290239502022,1131,167.1231969,338.9986398,1036,15,14
290239502023,1099,166.3080968,297.3073451,967,24,40
290239502024,2561,394.0186215,712.7197862,2315,74,48
290239503011,1070,169.7600111,261.0243201,913,65,23
290239503012,1741,273.547479,427.3867202,1461,94,41
290239503013,934,136.5706821,204.9188274,771,66,30
290239503021,1686,220.2050114,327.3900618,1429,121,46
290239503022,786,114.6478024,171.9232516,552,125,26
290239503023,817,104.0406802,150.5783242,660,52,36
290239504001,1062,131.4100915,168.5438842,802,134,32
290239504002,842,103.3740477,130.7326325,551,200,18
290239504003,489,58.914808,73.82678074,280,146,13
290239504004,778,89.33208066,111.027557,503,179,17
290239505001,693,69.70638855,93.04370052,560,55,21
290239505002,1133,129.2603432,207.9381263,891,134,13
290239505003,459,44.72588616,65.68863473,374,39,8
290239506001,1216,197.2012642,357.6224432,1162,2,21
290239506002,727,113.2605378,202.4507394,630,49,13
290239506003,817,137.6241713,233.7051701,773,3,10
290239506004,1074,159.9298198,302.6392435,974,4,16
290239507001,677,68.74688397,97.15263611,541,66,15
290239507002,846,91.01933075,136.4716719,670,74,21
290239507003,1064,111.557041,163.0409156,742,148,36
290239508001,950,93.03630595,131.499112,780,83,33
290239508002,648,85.05111136,144.2977306,588,23,10
290239508003,1210,115.7309057,163.2906681,912,147,45
290239509001,556,77.25720204,139.6568206,496,17,12
290239509002,1761,231.3649509,401.0723818,1544,92,29
290239509003,455,69.26983791,129.4461319,404,25,5
290239509004,598,79.83928128,140.0025311,508,48,11
290259501001,654,95.50484992,152.5498144,621,1,2
290259501002,516,83.07238013,141.4175199,480,7,4
290259501003,597,70.82964174,101.6472287,555,0,11
290259501004,847,150.244909,245.7555824,806,4,3
290259502011,644,36.28275381,67.41577043,594,3,17
290259502012,1398,175.6669787,274.5712901,1306,6,24
290259502013,937,163.8241713,257.2686083,836,47,20
290259502021,1462,292.5482148,469.7657002,1399,0,22
290259502022,809,170.3397955,294.8580102,767,0,20
290259502023,951,124.5500635,149.4600761,887,1,28
290270701001,1394,264.1173453,406.1222615,1321,7,16
290270701002,1444,300.1927873,468.8600683,1342,16,21
290270701003,867,157.7903391,239.9507267,769,7,30
290270701004,1093,197.0268412,303.5733838,995,28,28
290270702001,728,154.5408058,220.6525251,642,6,9
290270702002,933,168.4979289,246.7082787,870,11,11
290270702003,888,174.3236107,270.2515981,796,4,7
290270702004,749,146.245365,222.6609656,660,9,11
290270703011,1484,173.8152895,213.3911585,1291,92,40
290270703012,2537,294.0711569,364.7456404,2112,282,43
290270703021,940,116.2582421,148.6230744,806,48,20
290270703022,1186,135.0811972,166.0959757,912,217,24
290270703023,1182,146.1743407,145.109706,914,156,24
290270704001,1186,168.2183722,197.4407808,886,143,53
290270704002,1249,160.5086031,168.3884703,961,186,46
290270704003,1124,152.268344,192.5978566,952,68,24
290270704004,914,129.4742112,152.6317101,661,138,18
290270704005,1247,177.0049375,207.9194462,1040,98,38
290270705001,1104,199.6705036,288.3721182,994,27,17
290270705002,1107,189.0306534,258.1052584,1026,17,23
290270705003,900,168.0667107,238.0204643,811,14,20
290270705004,1789,379.3855627,532.3903538,1617,33,34
290270706011,1278,262.0845229,376.2007228,1173,15,20
290270706012,2217,402.5187385,629.4148232,2045,13,46
290270706021,969,181.5724528,272.8423775,888,5,8
290270706022,1234,255.3983577,352.8877337,1162,2,5
290270706023,1052,185.3426498,290.7693591,974,0,14
290270707011,2296,469.114047,707.6381708,2103,18,48
290270707021,1865,340.0960556,489.5827438,1655,73,51
290270707022,1956,373.1028284,541.2731278,1749,27,44
290270708001,2540,464.9400159,678.289838,2152,108,100
290270708002,1224,238.8269857,347.3051142,1111,35,18
290270708003,1607,295.9053475,428.5487496,1381,71,54
290299501011,2561,531.1627272,794.2791659,2342,37,40
290299501021,2403,498.3928286,745.2763903,2229,5,74
290299502011,1322,250.7114792,370.6064947,1087,47,112
290299502012,1240,235.1605401,347.6187997,1019,29,126
290299502013,1073,203.4897256,300.8023969,987,9,70
290299502021,1183,224.3507411,331.6395486,1057,6,40
290299502022,938,177.8875698,262.9568019,848,11,27
290299502023,634,123.0173332,183.2332168,578,0,23
290299503011,690,138.2885302,221.5043811,646,0,10
290299503012,797,169.1148739,263.4665864,729,6,19
290299503021,931,232.1721811,335.6984804,885,0,11
290299504011,2087,361.1357235,525.4087825,1831,17,90
290299504021,1043,180.1717729,262.0160544,974,3,27
290299504022,835,142.0492133,218.0679994,786,1,13
290299505001,1755,298.5585257,458.3345372,1550,28,61
290299505002,1346,234.630722,366.8567485,1173,7,86
290299505003,606,106.2344577,159.3659072,515,2,66
290299506001,1514,279.8843577,447.2587877,1418,7,28
290299506002,856,158.5686402,248.1449217,758,6,57
290299506003,804,166.5540755,252.2464926,743,2,23
290299506004,711,147.2884925,223.0687266,677,2,17
290299507011,531,122.3852412,181.2907917,502,0,16
290299507012,471,109.7697909,163.0374174,440,1,10
290299507013,656,162.6231648,234.6820695,628,0,17
290299507014,441,104.6695516,148.8505114,426,1,7
290299507021,1005,224.2351935,367.9588842,942,3,16
290299508011,955,179.4478424,318.6578324,902,1,14
290299508012,812,156.4161964,274.4801838,747,2,15
290299508013,859,165.7141496,282.2728277,784,2,29
290299508021,1024,181.387028,292.2393867,918,4,26
290299508022,1924,359.1231771,604.2846528,1773,1,66
290299508023,833,218.3091671,303.3535886,773,6,15
290299509001,1657,321.4924877,558.3695871,1570,1,29
290299509002,1370,246.2063295,460.1405402,1290,0,18
290299511011,1580,358.8470109,526.8430775,1498,5,19
290299511021,503,118.325342,174.0254595,482,0,3
290299511022,728,172.1666667,253.2777777,665,4,9
290299512011,513,121.3207418,178.4773351,477,1,7
290299512012,547,129.3614926,190.3062424,518,1,2
290299512021,1007,235.0898575,345.6256633,942,0,17
290318801001,1484,303.0558173,576.0664525,1411,9,19
290318801002,1237,250.4643771,478.3269854,1147,5,8
290318801003,921,178.9323409,351.7161381,886,0,8
290318801004,1406,290.4773088,520.0185923,1335,2,15
290318801005,1047,215.8766503,373.7957261,935,8,32
290318802001,1323,268.2947025,494.0788581,1248,10,19
290318802002,1942,305.6461296,514.7951563,1772,31,22
290318802003,868,149.3668003,261.3614622,824,2,15
290318803001,2233,422.5326769,773.7204935,2011,51,45
290318803002,1388,285.7003335,526.6294145,1317,6,14
290318803003,595,119.3515342,217.8661616,558,0,5
290318803004,1057,208.2313422,384.7790334,983,3,8
290318804011,1604,294.088904,465.4815728,1482,24,28
290318804012,2689,524.1725893,813.4830135,2438,39,39
290318804013,1485,256.2862919,421.0597332,1363,21,25
290318804021,1340,240.0915467,373.3733256,1255,9,17
290318804022,1160,209.4168442,317.4879322,926,119,29
290318805011,785,126.2297115,197.4394283,697,13,13
290318805012,2879,514.2894979,797.8245478,2623,38,66
290318805013,1872,301.7625271,476.3011596,1693,47,36
290318805021,1372,256.8798038,389.9369712,1248,21,20
290318805022,1485,275.1039901,421.0717335,1311,49,47
290318805023,1426,266.9398614,415.065866,1287,42,26
290318806001,1429,225.020607,359.2355184,1234,75,45
290318806002,1537,205.3088512,234.9973626,1317,120,17
290318806003,1115,222.2001497,360.3506966,1015,20,25
290318806004,2488,406.3550555,640.8092652,2249,52,60
290318806005,1014,163.946244,271.2589172,939,4,7
290318807001,1853,402.3075172,515.547897,1563,146,30
290318807002,2176,483.9608672,608.8444442,1858,99,35
290318807003,996,155.5729315,168.6294485,799,97,28
290318808001,1174,176.5483107,154.3379031,726,291,40
290318808002,621,94.02515113,108.2093233,510,71,11
290318808003,2552,349.8013947,379.748268,2178,140,153
290318809001,1332,165.5717555,168.0320269,732,285,40
290318809002,1229,152.7685341,155.0385594,773,356,33
290318810001,856,124.1356352,97.78944745,595,164,41
290318810002,893,128.360557,102.6722037,595,165,22
290318811001,832,131.656051,155.0615714,631,115,21
290318811002,1299,205.8631189,240.8936487,1024,90,102
290318811003,1098,174.2376903,202.7276716,854,132,42
290318812001,1421,217.1847681,253.4122442,1071,162,55
290318812002,1536,326.9346984,464.1089902,1355,46,32
290318812003,1864,418.8273492,535.0964962,1487,194,45
290318812004,832,165.9692016,212.5399889,711,30,19
290318812005,1141,253.595828,335.0066533,973,89,22
290318813011,2315,426.170089,563.3070145,1947,113,68
290318813012,1489,267.341693,302.4161168,970,345,86
290318813021,848,152.2536976,172.2289235,691,70,29
290318813022,1663,297.0886449,322.9716447,854,573,130
290318814001,807,119.1910569,90.94903924,410,303,36
290318814002,1005,155.4996534,149.1836725,492,325,153
290318814003,617,93.04878248,78.60318888,218,350,8
290318815001,1525,259.1141768,402.7101386,1342,25,54
290318815002,2013,371.4787217,584.6506625,1800,56,64
290318815003,626,108.986597,119.1846994,557,24,9
290318815004,902,123.4254991,155.7109168,844,29,9
290318816001,1822,269.088572,315.2290324,1225,382,66
290318816002,1192,178.5468311,145.8209365,648,416,41
290339601001,678,127.4164519,213.9093526,645,11,7
290339601002,1057,148.8806129,232.5384883,1002,4,16
290339601003,490,89.09958683,143.6109715,447,2,13
290339602001,589,121.6385626,212.5452098,566,1,8
290339602002,582,102.7279818,177.3283818,565,2,3
290339602003,549,121.524957,202.7025626,526,4,1
290339602004,699,150.0530593,258.7277719,652,13,7
290339603001,995,186.2752879,300.8925784,939,7,10
290339603002,966,157.0913367,251.1459266,911,12,20
