GEOID,district
29001950100,22
29001950200,22
29001950300,22
29001950400,22
29001950501,22
29001950502,22
29001950900,22
29001951000,22
29003010100,15
29003010201,15
29003010202,15
29003010300,15
29003010400,15
29005950100,15
29005950200,15
29007950100,2
29007950200,2
29007950300,2
29007950400,2
29007950500,2
29007950600,2
29007950700,2
29009960101,19
29009960102,19
29009960201,19
29009960202,19
29009960301,19
29009960302,19
29009960401,19
29009960402,19
29009960500,19
29009960600,19
29011960100,23
29011960200,23
29011960300,23
29013070100,23
29013070200,23
29013070300,23
29013070400,23
29015460100,34
29015460200,34
29015460300,34
29015460400,34
29015460701,34
29015460702,34
29015460801,34
29015460802,34
29017950100,30
29017950200,30
29017950300,30
29019000200,26
29019000300,26
29019000500,26
29019000600,26
29019000700,26
29019000900,26
29019001001,26
29019001003,26
29019001004,26
29019001105,26
29019001106,26
29019001107,26
29019001108,26
29019001109,26
29019001110,26
29019001201,26
29019001202,26
29019001300,26
29019001401,26
29019001402,26
29019001503,26
29019001505,26
29019001506,26
29019001507,26
29019001508,26
29019001602,26
29019001603,26
29019001604,26
29019001702,26
29019001703,26
29019001704,26
29019001803,26
29019001806,26
29019001807,26
29019001901,26
29019001903,26
29019001904,26
29019002000,26
29019002100,26
29019002200,26
29021000100,15
29021000200,15
29021000300,15
29021000400,15
29021000500,15
29021000600,15
29021000701,15
29021000702,15
29021000900,15
29021001000,15
29021001100,15
29021001200,15
29021001500,15
29021001600,15
29021001700,15
29021001800,15
29021002100,15
29021002200,15
29021002300,15
29021002400,15
29021002500,15
29021002700,15
29021002800,15
29021002900,15
29021003001,15
29021003002,15
29023950101,33
29023950102,33
29023950201,33
29023950202,33
29023950301,33
29023950302,33
29023950400,33
29023950500,33
29023950600,33
29023950700,33
29023950800,33
29023950900,33
29025950100,16
29025950201,16
29025950202,16
29027070100,17
29027070200,17
29027070301,17
29027070302,17
29027070400,17
29027070500,17
29027070601,17
29027070602,17
29027070701,17
29027070702,17
29027070800,17
29029950101,31
29029950102,31
29029950201,31
29029950202,31
29029950301,31
29029950302,31
29029950401,31
29029950402,31
29029950500,31
29029950600,31
29029950701,31
29029950702,31
29029950801,31
29029950802,31
29029950900,31
29029951101,31
29029951102,31
29029951201,31
29029951202,31
29031880100,30
29031880200,30
29031880300,30
29031880401,30
29031880402,30
29031880501,30
29031880502,30
29031880600,30
29031880700,30
29031880800,30
29031880900,30
29031881000,30
29031881100,30
29031881200,30
29031881301,30
29031881302,30
29031881400,30
29031881500,30
29031881600,30
29033960100,16
29033960200,16
29033960300,16
29035960100,30
29035960200,30
29037060001,23
29037060003,23
29037060004,23
29037060100,23
29037060202,23
29037060305,23
29037060306,23
29037060307,23
29037060308,23
29037060309,23
29037060401,23
29037060402,23
29037060500,23
29037060601,23
29037060602,23
29037060700,23
29037060800,23
29037060904,23
29037061001,23
29037061002,23
29037061100,23
29037061200,23
29037061300,23
29037061400,23
29039870101,23
29039870102,23
29039870200,23
29039870300,23
29041470100,16
29041470200,16
29041470300,16
29043020101,7
29043020102,7
29043020201,7
29043020202,7
29043020204,7
29043020205,7
29043020206,7
29043020207,7
29043020302,7
29043020303,7
29043020304,7
29043020307,7
29043020308,7
29043020309,7
29043020310,7
29043020401,7
29043020402,7
29043020501,7
29043020502,7
29045950100,22
29045950200,22
29045950300,22
29047020201,9
29047020202,9
29047020300,9
29047020400,9
29047020500,9
29047020602,9
29047020603,9
29047020604,9
29047020802,9
29047020803,9
29047020901,9
29047020902,9
29047021001,9
29047021003,9
29047021004,9
29047021101,9
29047021103,9
29047021104,9
29047021105,9
29047021204,9
29047021208,9
29047021209,9
29047021210,9
29047021211,9
29047021212,9
29047021213,9
29047021214,9
29047021303,9
29047021307,9
29047021309,9
29047021311,9
29047021312,9
29047021313,9
29047021314,9
29047021401,16
29047021403,9
29047021404,9
29047021601,16
29047021602,16
29047021701,6
29047021703,6
29047021704,16
29047021806,6
29047021807,6
29047021808,6
29047021809,6
29047021810,6
29047021811,6
29047021812,6
29047021900,6
29047022000,6
29047022100,9
29047022200,9
29047022301,9
29047022302,9
29049960100,6
29049960201,6
29049960202,6
29049960300,6
29049960400,6
29051010300,31
29051010401,31
29051010402,31
29051010500,31
29051010600,31
29051010701,31
29051010702,31
29051010801,31
29051010802,31
29051010901,31
29051010902,31
29051020198,31
29051020200,31
29051020300,31
29051020400,31
29051020500,31
29051020600,31
29051020700,31
29053950100,34
29053950200,34
29053950300,34
29053950400,34
29053950500,34
29055450101,29
29055450103,29
29055450104,29
29055450200,29
29055450301,29
29055450302,29
29055450401,29
29055450402,29
29057480100,23
29057480200,23
29059480100,34
29059480200,34
29059480301,34
29059480302,34
29061470100,15
29061470200,15
29063080101,15
29063080102,15
29063080200,15
29065960100,30
29065960200,30
29065960300,30
29065960400,30
29067950100,18
29067950200,18
29067950500,18
29069360100,33
29069360200,33
29069360300,33
29069360400,33
29069360500,33
29069360600,33
29069360700,33
29069360800,33
29069360900,33
29069361000,33
29071800101,29
29071800102,29
29071800103,29
29071800104,29
29071800201,29
29071800202,29
29071800301,29
29071800302,2
29071800401,29
29071800403,29
29071800404,29
29071800501,29
29071800502,29
29071800603,29
29071800604,29
29071800605,29
29071800606,29
29071800702,29
29071800703,29
29071800704,29
29071800801,29
29071800802,29
29071800901,29
29071800903,29
29071800904,29
29071801000,29
29071801101,29
29071801102,29
29073960100,17
29073960200,17
29073960300,17
