Unit 1,Unit 2,Length of border
29095011602,29095011701,0.987279641
29095011701,29095011702,2.331973772
29095011701,29095011800,0.991769137
29095011702,29095011800,1.015908662
29095011702,29095011900,0.0
29095011702,29095012100,1.485893827
29095011702,29095012200,1.117551258
29095011800,29095011900,2.349248447
29095011800,29095012100,0.0
29095011800,29095015600,3.008474958
29095011900,29095012000,2.435129263
29095011900,29095012100,1.846855014
29095011900,29095015600,0.231493925
29095011900,29095017000,2.111200557
29095012000,29095012100,2.5222335
29095012000,29095017000,4.888824166
29095012100,29095012200,4.555033269
29095012100,29095012400,1.073108563
29095012100,29095017000,0.494660572
29095012200,29095012300,1.957486278
29095012200,29095012400,1.991503126
29095012200,29095014501,0.0
29095012200,29095014601,2.62030846
29095012300,29095014601,3.339217043
29095012300,29095014603,1.586499364
29095012300,29095014604,1.857939391
29095012400,29095012502,0.339847248
29095012400,29095014300,2.731818613
29095012400,29095014501,1.527171138
29095012400,29095014601,0.0
29095012400,29095017000,0.0
29095012400,29095017600,0.827172388
29095012501,29095012502,3.561983004
29095012501,29095012600,3.218860201
29095012501,29095012703,0.0
29095012502,29095012600,0.0
29095012502,29095012703,1.901228894
29095012502,29095017600,3.109211092
29095012600,29095012702,2.016393395
29095012600,29095012703,1.194558056
29095012600,29095012802,0.0
29095012600,29095012803,2.881232768
29095012600,29095017500,0.0
29095012702,29095012703,2.615034932
29095012702,29095012802,3.398837227
29095012702,29095012803,0.0
29095012702,29095017600,3.296817365
29095012703,29095017600,2.385632336
29095012802,29095012803,0.926173864
29095012802,29095012804,2.021889924
29095012802,29095012904,0.0
29095012802,29095014400,5.326308785
29095012802,29095017600,1.509572615
29095012803,29095012804,2.200601963
29095012803,29095017200,2.268081145
29095012803,29095017500,0.839925088
29095012804,29095012903,1.169790677
29095012804,29095012904,2.445605127
29095012804,29095014400,0.0
29095012804,29095017200,2.516839435
29095012903,29095012904,2.412608685
29095012903,29095012906,2.553016333
29095012903,29095013003,0.0
29095012903,29095017200,0.066844068
29095012903,29095017400,2.626088374
29095012904,29095012906,1.951098942
29095012904,29095014400,2.00509345
29095012906,29095013003,1.890349529
29095012906,29095013100,1.136494259
29095012906,29095013203,1.506496082
29095012906,29095013210,2.323014509
29095012906,29095014400,2.31347732
29095012906,29095017400,0.0
29095012906,29095988300,1.970667769
29095013003,29095013100,2.639084327
29095013003,29095017400,4.191793065
29095013100,29095013203,2.212171303
29095013100,29095013208,1.383795581
29095013100,29095013301,0.083023408
29095013100,29095013307,0.082289373
29095013203,29095013208,1.798712689
29095013203,29095013210,2.299639437
29095013208,29095013210,1.097928925
29095013208,29095013307,3.705408936
29095013208,29095988300,2.234398022
29095013210,29095988300,2.471757879
29095013301,29095013307,1.520158041
29095013301,29095013309,1.512302886
29095013301,29095013313,2.0359953
29095013301,29095013401,8.213502891
29095013301,29095013416,0.0
29095013307,29095013309,4.529935544
29095013307,29095988300,0.721076811
29095013309,29095013313,3.854858237
29095013309,29095988300,2.275135679
29095013313,29095013401,0.0
29095013313,29095013416,4.16218165
29095013313,29095988300,2.035528384
29095013401,29095013405,8.010239627
29095013401,29095013416,0.988939617
29095013401,29095013418,1.942788607
29095013405,29095013407,1.373964477
29095013405,29095013410,1.981346785
29095013405,29095013416,1.027385999
29095013405,29095013418,4.234681936
29095013405,29037,8.463599581
29095013407,29095013417,0.888399553
29095013407,29095013418,2.724694655
29095013407,29095017300,0.0
29095013410,29095013416,4.037773022
29095013410,29095018102,1.956021691
29095013410,29037,4.046663188
29095013416,29095018102,1.310612339
29095013416,29095988300,0.763149777
29095013417,29095013418,3.770880106
29095013417,29095017300,2.967674463
29095013418,29095017300,1.000177769
29095013502,29095013504,3.918326447
29095013502,29095013707,0.0
29095013502,29095013804,4.66999119
29095013502,29095013917,5.503214159
29095013502,29095013918,6.697365222
29095013502,29095018101,3.553343634
29095013502,29037,8.018305916
29095013504,29095013612,0.0
29095013504,29095013707,3.832356542
29095013504,29095013708,1.984914182
29095013504,29095013804,0.0
29095013504,29095018101,2.483751003
29095013504,29095018102,10.06166307
29095013504,29095018200,11.45244953
29095013504,29095988300,0.205204188
29095013606,29095013613,0.871330974
29095013606,29095013614,1.296237207
29095013606,29095013615,2.685337896
29095013606,29095014400,6.261344983
29095013606,29095017900,2.115610356
29095013606,29095018000,0.043757893
29095013612,29095013613,0.0
29095013612,29095013614,3.467853288
29095013612,29095013615,0.535332289
29095013612,29095013708,3.039028415
29095013612,29095018200,3.008958943
29095013612,29095988300,6.07002275
29095013613,29095013615,1.996511934
29095013613,29095013707,0.225495862
29095013613,29095013708,1.897778764
29095013613,29095018000,2.388442162
29095013614,29095013615,3.039248996
29095013614,29095014400,0.125127738
29095013614,29095988300,2.049057807
29095013615,29095013708,0.0
29095013705,29095013706,2.094491941
29095013705,29095013803,1.656731164
29095013705,29095013804,1.081340735
29095013705,29095018000,0.870515915
29095013706,29095013801,0.94833673
29095013706,29095013803,0.385765787
29095013706,29095017900,2.955288625
29095013706,29095018000,2.632612933
29095013707,29095013708,3.009206801
29095013707,29095013804,3.143102041
29095013707,29095018000,2.138763709
29095013708,29095018200,0.0
29095013801,29095013803,2.458809129
29095013801,29095013904,0.0
29095013801,29095013916,2.790315768
29095013801,29095017900,0.997902753
29095013801,29095018600,2.701914378
29095013803,29095013804,2.536217511
29095013803,29095013904,2.054504609
29095013803,29095013916,0.0
29095013804,29095013904,0.959749815
29095013804,29095013918,4.028862419
29095013804,29095018000,0.464561302
29095013902,29095013917,28.19705453
29095013904,29095013916,4.49472918
29095013904,29095013918,7.596896397
29095013916,29095013918,4.355293764
29095013916,29095014120,1.65977874
29095013916,29095018600,0.192772416
29095013916,29095989100,17.28133956
29095013917,29095013918,17.04710861
29095013917,29095014002,12.13273214
29095013917,29095014112,1.875311144
29095013917,29037,18.14949762
29095013917,29101,11.71120865
29095013917,29107,1.552992604
29095013918,29095014112,4.587158519
29095013918,29095014120,1.514596624
29095014002,29095014004,1.180706683
29095014002,29095014005,14.25873006
29095014002,29095014006,4.055886118
29095014002,29095014008,2.592752329
29095014002,29095014009,0.0
29095014002,29095014111,1.417321327
29095014002,29095014112,4.370901412
29095014002,29095014903,2.411463102
29095014002,29107,4.475449711
29095014004,29095014005,5.92997293
29095014004,29095014903,7.84569538
29095014004,29107,3.155210083
29095014005,29107,6.849507856
29095014006,29095014008,3.071868851
29095014006,29095014111,4.469615876
29095014006,29095014122,2.118589743
29095014008,29095014009,4.209298399
29095014008,29095014122,2.687960575
29095014008,29095014128,2.829773034
29095014008,29095014903,0.0
29095014008,29095014905,0.029731352
29095014009,29095014903,5.921668206
29095014009,29095014905,2.192914647
29095014111,29095014112,8.942451525
29095014111,29095014120,2.253798806
29095014111,29095014121,1.996149011
29095014111,29095014122,3.981296402
29095014111,29095014125,0.755868744
29095014112,29095014120,3.008686019
29095014120,29095014125,2.224709776
29095014120,29095989100,13.11171661
29095014121,29095014122,3.640736148
29095014121,29095014125,1.151255801
29095014121,29095014126,1.843008896
29095014121,29095014127,0.0
29095014121,29095014128,2.164946898
29095014122,29095014128,1.973365407
29095014123,29095014124,2.747557195
29095014123,29095014127,1.930076263
29095014123,29095014806,2.154942286
29095014123,29095019301,1.751253465
29095014123,29095019302,0.0
29095014124,29095014126,2.016090556
29095014124,29095014127,1.639024278
29095014124,29095019301,0.0
29095014124,29095019302,1.983716353
29095014125,29095014126,1.937939859
29095014125,29095989100,2.359548145
29095014126,29095014127,1.000762608
29095014126,29095014128,0.0
29095014126,29095019302,0.889575701
29095014126,29095989100,4.22343719
29095014127,29095014128,2.905346126
29095014127,29095014806,1.490495433
29095014127,29095014904,0.0
29095014128,29095014806,0.0
29095014128,29095014904,2.023653101
29095014128,29095014905,3.417646971
29095014203,29095014206,4.068443705
29095014203,29095014300,2.74573342
29095014203,29095014503,0.0
29095014203,29095014504,3.932909475
29095014203,29095018500,3.094365369
29095014205,29095014206,4.178383238
29095014205,29095014300,4.515478159
29095014205,29095017900,2.184717426
29095014205,29095018500,5.053072435
29095014206,29095014300,3.000027183
29095014206,29095018500,3.063833078
29095014300,29095014400,3.850961688
29095014300,29095014501,3.048797771
29095014300,29095014504,2.391206352
29095014300,29095017600,10.40314462
29095014300,29095017900,3.359421373
29095014400,29095017600,0.010299809
29095014400,29095017900,0.502142221
29095014400,29095988300,3.446678794
29095014501,29095014503,1.213641776
29095014501,29095014504,2.886897946
29095014501,29095014601,2.981771284
29095014501,29095014603,1.556971694
29095014501,29095014604,1.168697681
29095014501,29095014701,0.0
29095014503,29095014504,0.96473335
29095014503,29095014604,0.0
29095014503,29095014701,1.36524795
29095014503,29095014804,2.088956962
29095014503,29095018500,1.809712889
29095014503,29095019301,0.84543193
29095014503,29095019302,3.119425693
29095014504,29095018500,0.0
29095014601,29095014603,1.424441367
29095014603,29095014604,6.646624601
29095014604,29095014701,3.346894665
29095014604,29095014702,2.097044853
29095014701,29095014702,4.143313929
29095014701,29095014804,4.852077785
29095014702,29095014804,7.538273598
29095014702,29095017700,2.716218149
29095014804,29095014806,4.924856671
29095014804,29095014903,2.140993102
29095014804,29095014904,2.122819817
29095014804,29095017700,5.339390181
29095014804,29095019301,2.749924124
29095014804,29095989200,6.103122832
29095014806,29095014904,3.135760448
29095014806,29095019301,0.021125213
29095014806,29095989200,8.584767887
29095014902,29095014903,7.371174276
29095014902,29095015000,2.55395071
29095014902,29095017700,2.997653804
29095014903,29095014904,4.532706781
29095014903,29095014905,6.456484116
29095014903,29095015000,9.599344278
29095014903,29095017700,11.46388957
29095014903,29107,12.92073116
29095014904,29095014905,3.84002365
29095015000,29095015100,9.735287021
29095015000,29095017700,10.96479657
29095015000,29107,2.340936248
29095015000,29177,20.67489208
29095015100,29095017700,4.625709915
29095015200,29095015300,3.683820556
29095015200,29095015701,0.484040974
29095015200,29095015702,0.693824821
29095015200,29095015900,0.0
29095015300,29095015701,0.0
29095015300,29095015800,1.862602665
29095015401,29095015402,1.0432927
29095015401,29095015900,1.323757333
29095015401,29095016100,1.690090507
29095015402,29095016000,0.0
29095015402,29095016100,0.991798369
29095015500,29095015600,5.189044627
29095015600,29095016300,0.0
29095015600,29095017000,2.209262555
29095015701,29095015702,1.490693054
29095015701,29095015800,0.559430875
29095015702,29095015800,0.500372596
29095015702,29095015900,1.724623532
29095015800,29095015900,0.640271847
29095015800,29095016100,1.652615443
29095015800,29095016200,0.0
29095015900,29095016100,0.153645127
29095016000,29095016100,1.976230837
29095016000,29095016500,0.51580699
29095016100,29095016200,1.122498785
29095016100,29095016600,0.987759971
29095016200,29095016600,2.130371189
29095016200,29095017800,0.0
29095016300,29095016400,1.473721475
29095016300,29095017000,3.3302115
29095016300,29095017100,5.344631313
29095016300,29095017500,3.504874779
29095016300,29095980802,1.385926165
29095016400,29095016500,0.997268211
29095016700,29095016801,1.009305524
29095016700,29095017800,1.2514616
29095016801,29095016802,1.183665019
29095017000,29095980802,2.004083181
29095017100,29095017500,0.0
29095017200,29095017400,4.946401939
29095017200,29095017500,2.090459304
29095017200,29095980101,5.209123239
29095017500,29095980101,4.495298103
29095017900,29095018000,1.750606343
29095017900,29095018500,0.034288667
29095017900,29095018600,2.042842028
29095018101,29095018102,1.995028031
29095018101,29037,4.039461997
29095018102,29095988300,1.252764634
29095018102,29037,9.9880603
29095018200,29095988300,11.85255101
29095018500,29095018600,2.685959518
29095018500,29095019302,0.059221795
29095018500,29095989100,17.6343605
29095018600,29095989100,2.603439775
29095019301,29095019302,3.915061034
29095019302,29095989100,5.788023047
29099700107,29099700113,6.012923281
29099700107,29099700120,2.063367053
29099700107,29099700124,6.80348895
29099700107,29099700206,10.55683557
29099700107,29099700209,0.0
29099700107,29099700503,1.099699183
29099700107,29099700604,3.99891129
29099700111,29099700115,2.365483709
29099700111,29099700121,3.602585074
29099700111,29099700122,4.180463471
29099700111,29189220449,2.44165532
29099700111,29189220451,2.933013668
29099700111,29189220452,2.612051462
29099700111,29189221332,0.0
29099700113,29099700116,2.426521928
29099700113,29099700117,0.735391469
29099700113,29099700118,2.903983721
29099700113,29099700119,4.834213891
29099700113,29099700120,0.817321746
29099700113,29099700206,0.0
29099700113,29099700208,0.0
29099700113,29099700209,2.658179029
29099700114,29099700115,8.104518319
29099700114,29099700117,3.198541103
29099700114,29099700118,0.0
29099700114,29099700120,2.417387415
29099700114,29099700121,0.233990014
29099700114,29099700122,1.822979234
29099700114,29099700123,4.255122458
29099700114,29099700603,0.0
29099700114,29099700607,5.524468038
29099700115,29099700122,2.001272681
29099700115,29189220452,4.503000626
29099700116,29099700117,2.982560314
29099700116,29099700120,2.520181934
29099700117,29099700118,1.99488065
29099700117,29099700120,3.473186366
29099700117,29099700121,0.0
29099700118,29099700119,3.560207309
29099700118,29099700121,5.286344924
29099700118,29189221332,0.0
29099700118,29189221335,4.986516814
29099700119,29099700208,2.645110826
29099700119,29099700209,0.0
29099700119,29099700213,0.985592508
29099700119,29189221335,1.47756099
29099700119,29189222000,0.0
29099700120,29099700123,1.645473876
29099700120,29099700124,6.048009533
29099700121,29099700122,6.156883232
29099700121,29189220449,0.0
29099700121,29189221332,1.832780348
29099700121,29189221335,0.0
29099700123,29099700124,4.316139827
29099700123,29099700603,2.926470077
29099700123,29099700607,0.0
29099700124,29099700603,0.346024734
29099700124,29099700604,5.019754534
29099700206,29099700207,9.131130517
29099700206,29099700209,4.275246103
29099700206,29099700211,4.361673801
29099700206,29099700503,5.656895307
29099700207,29099700211,3.380779216
29099700207,29099700302,7.998804308
29099700207,29099700306,0.0
29099700207,29099700503,3.679574629
29099700208,29099700209,4.534260902
29099700208,29099700210,5.545890427
29099700208,29099700212,2.154935434
29099700208,29099700213,4.037378742
29099700208,29189221423,0.519368755
29099700209,29099700210,1.050655789
29099700209,29099700211,5.163426291
29099700210,29099700211,3.43605365
29099700210,29099700303,3.475739181
29099700210,29189221423,1.167382867
29099700210,29189221424,0.0
29099700211,29099700302,0.0
29099700211,29099700303,3.997820979
29099700211,29099700306,3.711086276
29099700212,29099700213,6.047362188
29099700212,29189221202,0.0
29099700212,29189221423,4.172207868
29099700212,29189222000,3.666594839
29099700213,29189221335,0.0
29099700213,29189222000,3.780280881
29099700302,29099700306,12.70683379
29099700302,29099700402,11.31426115
29099700302,29099700503,1.40383227
29099700302,29099700504,0.078260514
29099700303,29099700305,3.881799675
29099700303,29099700306,0.366471007
29099700303,29189221421,1.9026909
29099700303,29189221423,0.0
29099700303,29189221424,1.722345933
29099700303,29189221425,1.888098357
29099700305,29099700306,12.04785458
29099700305,29189221421,5.45122352
29099700306,29099700402,3.069410202
29099700306,29189221421,3.28654177
29099700306,29189221503,8.128102515
29099700401,29099700402,17.338697
29099700401,29099700504,5.017666426
29099700401,29099701102,15.59100595
29099700402,29099700504,7.132376962
29099700402,29189221503,25.5488443
29099700502,29099700503,5.8540844
29099700502,29099700504,11.02079906
29099700502,29099700604,11.83108206
29099700502,29099701001,4.358027514
29099700502,29099701101,11.97724948
29099700502,29099701102,20.24298125
29099700503,29099700504,13.73588755
29099700503,29099700604,7.875535993
29099700504,29099701102,2.377943178
29099700603,29099700604,5.190360262
29099700603,29099700605,9.826031682
29099700603,29099700607,6.687994496
29099700604,29099700605,17.01065382
29099700604,29099701001,7.952485807
29099700605,29099700606,2.930942668
29099700605,29099700607,1.963084262
29099700605,29099700801,1.619051815
29099700605,29099700802,13.34514001
29099700605,29099701001,7.215528211
29099700606,29099700607,5.941355219
29099700606,29099700700,0.592690948
29099700606,29099700802,1.838762588
29099700607,29099700700,4.519894624
29099700700,29099700801,1.657648772
29099700700,29099700802,5.097045979
29099700700,29099700900,2.833988297
29099700700,29099701404,16.42653165
29099700801,29099700802,4.988921245
29099700801,29099700900,6.014178358
29099700801,29099701001,1.768343108
29099700900,29099701001,6.557868501
29099700900,29099701002,6.071033401
29099700900,29099701404,7.286513768
29099701001,29099701002,21.46144599
29099701001,29099701101,5.936545614
29099701002,29099701101,1.596099153
29099701002,29099701200,4.642131284
29099701002,29099701300,9.744174623
29099701002,29099701403,1.431261014
29099701002,29099701404,4.561091281
29099701101,29099701102,28.66034354
29099701101,29099701200,13.96143959
29099701101,29099701401,5.495886235
29099701101,29221,12.34457137
29099701102,29221,15.60005033
29099701200,29099701300,4.862264521
29099701200,29099701401,9.205961748
29099701300,29099701401,9.351765371
29099701300,29099701403,6.078077053
29099701401,29099701403,9.68944786
29099701401,29187,29.985848629
29099701401,29221,2.80032212
29099701403,29099701404,23.95797665
29099701403,29186,15.70006693
29099701403,29187,8.109659438
29099701404,29186,11.22324792
29183310100,29183310201,3.041844671
29183310100,29183310202,4.398640801
29183310100,29183310400,1.042331692
29183310100,29183311500,10.73059596
29183310100,29189210101,15.91332703
29183310100,29189210912,3.05699832
29183310100,29189210921,4.983873222
29183310100,29189210927,13.90118759
29183310100,29189211334,8.983917498
29183310100,29189211401,5.241371551
29183310100,29189213102,0.0
29183310201,29183310202,2.979857055
29183310201,29183311500,5.723466916
29183310202,29183310301,1.929649379
29183310202,29183310302,0.50415461
29183310202,29183310400,0.886032453
29183310202,29183311500,0.835121532
29183310301,29183310302,2.565030685
29183310301,29183310602,2.98898711
29183310301,29183311500,1.535399884
29183310302,29183310400,3.233970568
29183310302,29183310502,0.315494313
29183310302,29183310601,1.784593874
29183310302,29183310602,0.056417697
29183310400,29183310502,1.773007111
29183310400,29189211401,0.0
29183310400,29189213102,2.114987526
29183310501,29183310502,3.24255274
29183310501,29183310601,0.842310292
29183310501,29183310700,1.125783027
29183310501,29183310901,0.0
29183310501,29183311003,0.718712318
29183310501,29183311004,1.495022909
29183310502,29183310601,0.622411206
29183310502,29183311003,1.434697979
29183310502,29189213102,2.80175089
29183310502,29189215143,0.049250469
29183310601,29183310602,1.766915788
29183310601,29183310700,1.627630672
29183310602,29183310700,3.038062825
29183310602,29183310802,1.355958973
29183310602,29183311500,3.13535976
29183310700,29183310802,2.212128613
29183310700,29183310901,2.668648153
29183310700,29183310903,0.463483512
29183310700,29183311004,0.0
29183310801,29183310802,2.70394118
29183310801,29183311500,4.774318691
29183310801,29183312400,2.98143929
29183310802,29183310903,2.563108262
29183310802,29183311500,1.436194835
29183310802,29183312400,0.589211421
29183310901,29183310902,2.545574693
29183310901,29183310903,0.204349662
29183310901,29183311001,0.0
29183310901,29183311004,1.72818338
29183310902,29183310903,3.459207983
29183310902,29183311001,2.324615676
29183310902,29183311004,0.0
29183310902,29183311146,0.426398182
29183310902,29183311211,2.683535528
29183310902,29183312300,0.0
29183310903,29183311211,0.0
29183310903,29183311212,1.718904691
29183310903,29183312300,1.33294884
29183310903,29183312400,0.173117722
29183311001,29183311003,1.966348018
29183311001,29183311004,2.519469889
29183311001,29183311145,1.33218248
29183311001,29183311146,2.481912097
29183311001,29189215105,1.973683711
29183311001,29189215143,1.945552779
29183311003,29183311004,2.351805603
29183311003,29189215143,1.998162778
29183311103,29183311114,5.329529988
29183311103,29183311122,3.090065322
29183311103,29183311124,2.179236498
29183311103,29183311132,5.928253765
29183311103,29183311322,0.0
29183311103,29183980000,7.691396785
29183311103,29189221629,0.0
29183311103,29189221630,3.999440425
29183311114,29183311122,0.0
29183311114,29183311124,6.178816073
29183311114,29183311322,2.854525912
29183311122,29183311132,1.671131719
29183311122,29183311149,1.697046823
29183311122,29183311150,2.335818104
29183311122,29183311221,0.687171317
29183311122,29183311322,2.781335905
29183311124,29183311151,4.08271833
29183311124,29183311152,2.37972533
29183311124,29183311322,1.397751956
29183311124,29183311732,0.0
29183311124,29183311739,2.64642263
29183311124,29183311740,2.940748306
29183311124,29183980000,1.471749129
29183311132,29183311148,5.835058069
29183311132,29183311150,2.68661003
29183311132,29189221630,6.695129108
29183311145,29183311146,5.56829694
29183311145,29183311147,2.364050464
29183311145,29183311148,3.86787996
29183311145,29183311211,1.016865948
29183311145,29189215105,1.364768835
29183311146,29183311211,1.333304093
29183311147,29183311148,2.788923301
29183311147,29183311149,1.925816592
29183311147,29183311211,1.615499566
29183311147,29183311221,0.0
29183311148,29183311149,1.388221304
29183311148,29183311150,1.198668463
29183311148,29189215105,6.124823188
29183311148,29189221630,3.688238073
29183311149,29183311150,3.795419791
29183311149,29183311211,0.0
29183311149,29183311221,2.822944669
29183311151,29183311152,3.843793986
29183311151,29183311153,1.173704658
29183311151,29183980000,4.946391425
29183311152,29183311153,1.415109742
29183311152,29183311154,2.98389089
29183311152,29183311732,1.369617003
29183311152,29183311739,0.0
29183311153,29183311154,2.986696344
29183311153,29183311904,3.686499974
29183311153,29183311909,0.043140742
29183311153,29183312207,2.942253752
29183311153,29183312209,0.858581456
29183311153,29183980000,1.628096179
29183311154,29183311732,2.612465622
29183311154,29183311904,0.155206176
29183311203,29183311212,2.595638192
29183311203,29183311294,2.026998653
29183311203,29183311311,2.076358114
29183311203,29183311391,0.0
29183311203,29183312400,3.301664583
29183311211,29183311221,1.194111044
29183311211,29183311296,4.297083442
29183311211,29183312300,1.49089932
29183311212,29183311294,0.621116001
29183311212,29183311296,1.580550026
29183311212,29183312300,2.685505417
29183311212,29183312400,1.616997446
29183311221,29183311294,1.189244842
29183311221,29183311296,0.687758374
29183311221,29183311322,1.41632657
29183311221,29183311331,2.249467093
29183311294,29183311296,1.834210609
29183311294,29183311311,0.0
29183311294,29183311331,1.373265565
29183311294,29183311391,1.537156895
29183311296,29183312300,1.148779067
29183311311,29183311312,1.851646869
29183311311,29183311391,2.669631239
29183311311,29183312400,2.204139664
29183311312,29183311322,4.997632597
29183311312,29183311391,0.349782521
29183311312,29183311422,1.90718066
29183311312,29183311721,1.763842944
29183311312,29183312400,2.083399106
29183311322,29183311331,2.258483029
29183311322,29183311391,1.499316919
29183311322,29183311721,1.652193466
29183311322,29183311740,1.984682031
29183311331,29183311391,2.775780738
29183311422,29183311500,0.853206221
29183311422,29183311602,2.966387795
29183311422,29183311721,1.034413861
29183311422,29183311733,0.0
29183311422,29183311734,2.281900134
29183311422,29183312400,2.682552634
29183311500,29183311602,1.930728845
29183311500,29183311603,2.015654678
29183311500,29183311604,4.155478431
29183311500,29183311801,3.631088394
29183311500,29183312001,9.131930782
29183311500,29183312400,5.632433294
29183311500,29113,25.81796413
29183311602,29183311603,5.632548404
29183311602,29183311712,0.0
29183311602,29183311734,2.330347308
29183311602,29183311802,2.689446528
29183311603,29183311604,4.771479058
29183311603,29183311801,0.0
29183311603,29183311802,1.122218395
29183311604,29183311801,2.007174233
29183311604,29183311802,0.0
29183311712,29183311733,0.0
29183311712,29183311734,1.42856818
29183311712,29183311737,1.617423381
29183311712,29183311738,2.715287498
29183311712,29183311802,3.561016762
29183311712,29183311907,2.163712986
29183311721,29183311733,0.835411289
29183311721,29183311734,0.0
29183311721,29183311735,1.859636075
29183311721,29183311739,1.032672406
29183311721,29183311740,1.128439749
29183311732,29183311733,0.0
29183311732,29183311735,2.428404725
29183311732,29183311737,2.032105521
29183311732,29183311738,2.241605596
29183311732,29183311739,0.789098698
29183311732,29183311904,0.960409043
29183311733,29183311734,2.979018948
29183311733,29183311735,2.693444807
29183311733,29183311738,1.683035568
29183311734,29183311738,0.0
29183311734,29183311802,0.0
29183311735,29183311738,0.0
29183311735,29183311739,3.351340779
29183311737,29183311738,1.780180748
29183311737,29183311904,1.043850724
29183311737,29183311907,1.286644938
29183311739,29183311740,3.774533348
29183311801,29183311802,8.706045966
29183311801,29183312001,5.883097342
29183311801,29183312095,2.41096838
29183311802,29183311903,0.0
29183311802,29183311904,0.789345693
29183311802,29183311907,2.289521636
29183311802,29183311909,0.299689268
29183311802,29183312095,5.70012033
29183311903,29183311908,2.111260382
29183311903,29183311909,5.281663848
29183311903,29183312095,7.691785097
29183311903,29183312193,2.303882041
29183311903,29183312195,0.0
29183311904,29183311907,5.699186449
29183311904,29183311909,6.387362333
29183311908,29183311909,3.668663858
29183311908,29183312193,5.950064966
29183311908,29183312206,0.045015484
29183311908,29183312207,1.44930155
29183311908,29183312208,1.466930045
29183311908,29183312209,2.554630499
29183311909,29183312095,0.0
29183311909,29183312207,0.924148166
29183312001,29183312002,4.335979877
29183312001,29183312003,2.746907599
29183312001,29183312094,4.403070757
29183312001,29183312095,10.69485849
29183312001,29183312096,0.422205142
29183312001,29113,30.326906994
29183312002,29183312003,7.082349333
29183312002,29183312096,5.609598068
29183312002,29183312194,1.486888165
29183312003,29183312192,4.522080501
29183312003,29183312194,2.789901124
29183312003,29183312206,6.72025991
29183312003,29113,9.219752471
29183312003,29219,13.367029183
29183312094,29183312095,7.207132099
29183312094,29183312096,4.634825156
29183312094,29183312195,0.0
29183312095,29183312096,0.0
29183312095,29183312193,0.0
29183312095,29183312195,2.741108591
29183312096,29183312194,1.636542916
29183312096,29183312195,3.334564417
29183312192,29183312193,5.012538712
29183312192,29183312194,3.563101208
29183312192,29183312195,2.351306771
29183312192,29183312206,5.082039019
29183312193,29183312195,2.028951779
29183312193,29183312206,4.899692697
29183312194,29183312195,2.059872118
29183312204,29183312206,21.86117843
29183312204,29183980000,14.49966434
29183312204,29219,20.559466707
29183312206,29183312209,9.616940169
29183312206,29183980000,5.35790691
29183312206,29219,10.823086947
29183312207,29183312208,2.512506032
29183312207,29183312209,3.335166263
29183312208,29183312209,5.294943058
29183312209,29183980000,7.267195514
29183980000,29189221621,2.661058757
29183980000,29189221629,8.648755232
29183980000,29189221630,0.0
29189210101,29189210102,6.384404432
29189210101,29189210702,0.0
29189210101,29189210703,5.494825862
29189210101,29189210912,3.300014237
29189210101,29510127000,1.717133607
29189210102,29189210200,2.616419658
29189210102,29189210600,0.019629534
29189210102,29189210702,2.911352456
29189210102,29189210703,0.0
29189210102,29510127000,1.231900989
29189210200,29189210300,3.64029221
29189210200,29189210600,3.049748654
29189210200,29510127000,2.712855591
29189210300,29189210400,0.393849219
29189210300,29189210600,1.849202181
29189210300,29510127000,3.30721002
29189210400,29189210502,1.623662629
29189210400,29189210600,2.897100985
29189210400,29189211900,0.0
29189210400,29189212002,0.755011418
29189210400,29189212004,1.859436983
29189210400,29510108200,0.0
29189210400,29510108300,1.518620728
29189210400,29510127000,1.342206481
29189210501,29189210502,3.566094405
29189210501,29189210600,2.731344953
29189210501,29189210702,0.0
29189210501,29189210805,3.052427528
29189210501,29189211102,0.0
29189210501,29189211801,1.976330732
29189210502,29189210600,1.392465298
29189210502,29189211801,1.419373833
29189210502,29189211900,1.292533458
29189210502,29189212002,0.0
29189210600,29189210702,3.294030351
29189210600,29189210805,0.0
29189210702,29189210703,1.027850096
29189210702,29189210704,2.484219993
29189210702,29189210805,2.106156009
29189210702,29189210806,0.0
29189210703,29189210704,2.458238505
29189210703,29189210806,0.0
29189210703,29189210807,3.218305986
29189210703,29189210912,0.249481579
29189210704,29189210805,0.0
29189210704,29189210806,1.499367718
29189210704,29189210807,0.0
29189210803,29189210805,2.147579262
29189210803,29189210806,0.04795134
29189210803,29189210808,3.587751294
29189210803,29189210912,2.190557782
29189210803,29189210925,0.0
29189210803,29189211001,2.179668168
29189210803,29189211002,0.367439832
29189210803,29189211102,0.0
29189210805,29189210806,5.839379295
29189210805,29189211002,0.0
29189210805,29189211102,3.84997801
29189210805,29189211801,0.0
29189210806,29189210807,3.870917632
29189210806,29189210808,0.39507448
29189210807,29189210808,4.595472963
29189210807,29189210912,2.187119528
29189210808,29189210912,3.591470178
29189210912,29189210924,0.456241184
29189210912,29189210925,1.889563604
29189210912,29189210926,0.239555389
29189210912,29189210927,6.947471867
29189210912,29189210928,2.279294551
29189210912,29189211001,0.0
29189210921,29189210923,1.881640461
29189210921,29189210924,2.275689994
29189210921,29189210927,3.741517561
29189210921,29189210928,0.0
29189210921,29189211334,2.643643451
29189210923,29189210924,2.042561246
29189210923,29189210926,1.872051392
29189210923,29189211301,1.960816846
29189210923,29189211334,0.016817253
