Unit 1,Unit 2,Length of border
290470212121000,290470212121001,0.42786152137732925
290470212121000,290470212121002,1.8646596682801269
290470212121000,290470212121026,0.0
290470212121000,290470212121027,0.046222856095428956
290470212121000,290470213031035,0.04005485699592199
290470212121000,290470213031049,0.0
290470212121000,290470213123042,0.0
290470213091,290470212121000,2.290910116381136
290470212121001,290470212121002,1.0145631912098163
290470212121001,290470213031035,0.0
290470212121001,290470213031049,0.18292257611557727
290470212121001,290470213031050,0.7149295201494479
290470213032,290470212121001,0.02830728544912136
290470212121002,290470212121003,2.270406500181964
290470212121002,290470212121004,0.0
290470212121002,290470212121026,0.2672507939839551
290470212121002,290470212121027,0.0
290470213032,290470212121002,1.0264458288010516
290470212121003,290470212121004,1.9945521740374463
290470212121003,290470212121022,0.0
290470212121003,290470212121025,0.736025156362438
290470212121003,290470212121026,0.9579244946096183
290470213032,290470212121003,0.0
290470212121004,290470212121005,0.7231459389967302
290470212121004,290470212121006,0.4369134788939193
290470212121004,290470212121007,0.5286159381937924
290470212121004,290470212121008,0.4927627402537045
290470212121004,290470212121009,0.5567838907075547
290470212121004,290470212121010,0.32058713587911447
290470212121004,290470212121011,0.4667975783300131
290470212121004,290470212121012,0.26024718649409007
290470212121004,290470212121013,0.30110492932070154
290470212121004,290470212121014,0.3089692605554861
290470212121004,290470212121015,0.7090369076626999
290470212121004,290470212121016,0.5970277371451549
290470212121004,290470212121017,0.5154575773170806
290470212121004,290470212121018,0.12417854268969547
290470212121004,290470212121019,0.2883812429058049
290470212121004,290470212121020,0.008027135340346462
290470212121004,290470212121021,0.41296311523853957
290470212121004,290470212121022,1.2905336688379379
290470212121004,290470212121025,0.0
290470212123,290470212121004,1.0472719127337449
290470213032,290470212121004,1.5640803656463056
290470212121005,290470212121006,0.19442507708676465
290470212121005,290470212121007,0.3228271752477947
290470212121005,290470212121012,0.3453810851393613
290470212121005,290470212121014,0.0
290470212121005,290470212121018,0.11974561361442015
290470212121006,290470212121018,0.23147829866013506
290470212121007,290470212121012,0.09862425448480888
290470212121008,290470212121019,0.33406580557111687
290470212121009,290470212121010,0.13525171043316783
290470212121010,290470212121017,0.05974465840595687
290470212121011,290470212121013,0.28058295350404955
290470212121012,290470212121014,0.11435378399216502
290470212121012,290470212121018,0.0
290470212123,290470212121013,0.412533600747799
290470212121014,290470212121018,0.2344232103139844
290470212121015,290470212121022,0.1836119782451931
290470212121016,290470212121020,0.10110184381552079
290470212121016,290470212121021,0.5047261031261577
290470213032,290470212121019,0.4191464420323676
290470212121020,290470212121021,0.36869176836482315
290470212102,290470212121020,0.029510193405087325
290470212123,290470212121020,0.45656330124113076
290470212121021,290470212121022,0.18044299143690473
290470212102,290470212121021,0.5325990932741851
290470212121022,290470212121023,0.6048289498108304
290470212121022,290470212121024,0.5216004912507558
290470212121022,290470212121025,0.39729541652921263
290470212102,290470212121022,1.5592944727706062
290470212104,290470212121022,0.0
290470212121023,290470212121024,0.22124936684941415
290470212121025,290470212121026,0.3982875213656294
290470212102,290470212121025,0.0
290470212104,290470212121025,0.9638314165030525
290470212121026,290470212121027,1.022576496290362
290470212104,290470212121026,0.4146892319354753
290470212104,290470212121027,0.04766400398095651
290470213076,290470212121027,0.0
290470213091,290470212121027,1.0244444695245907
290470213031000,290470213031001,0.3368924002371462
290470213031000,290470213031006,1.3638889240047742
290470213031000,290470213031020,0.04417617883518916
290470213031000,290470213031021,0.0
290470213111,290470213031000,0.0
290470219004,290470213031000,1.1762932462902522
290470213031001,290470213031002,0.042428624026835816
290470213031001,290470213031006,1.7251721236388033
290470213031001,290470213031007,0.0
290470219004,290470213031001,2.0697898656959763
290470213031002,290470213031003,0.042839539371659005
290470213031002,290470213031004,0.0
290470213031002,290470213031006,0.0
290470213031002,290470213031007,0.9742247383482862
